u1,u2,label
5925,17870,1.0
5925,24992,1.0
5926,24702,1.0
5926,25145,1.0
5926,29961,1.0
5926,35998,1.0
5926,27551,1.0
5927,15885,1.0
5927,7930,1.0
5927,33600,1.0
5927,12999,1.0
5927,25564,1.0
5928,38173,1.0
5928,4059,1.0
5928,18833,1.0
5928,1569,1.0
5928,11600,1.0
5929,23530,1.0
5929,26449,1.0
5929,1296,1.0
5929,34312,1.0
5929,32392,1.0
5930,14677,1.0
5930,26643,1.0
5930,29673,1.0
5930,13492,1.0
5930,30209,1.0
5931,21755,1.0
5931,29134,1.0
5931,32326,1.0
5931,22951,1.0
5931,17998,1.0
5932,10698,1.0
5932,16768,1.0
5932,38662,1.0
5932,22639,1.0
5932,10316,1.0
5933,37663,1.0
5933,22613,1.0
5933,2976,1.0
5933,31915,1.0
5933,26787,1.0
5934,16987,1.0
5934,6331,1.0
5934,14343,1.0
5934,23250,1.0
5934,2857,1.0
5935,6694,1.0
5935,25496,1.0
5935,2707,1.0
5935,18102,1.0
5935,20982,1.0
5936,17001,1.0
5936,18572,1.0
5936,36070,1.0
5936,19330,1.0
5936,10047,1.0
5937,14042,1.0
5937,18797,1.0
5937,9474,1.0
5937,11350,1.0
5937,3435,1.0
5938,22079,1.0
5938,25033,1.0
5938,38555,1.0
5938,36023,1.0
5938,20283,1.0
5939,11086,1.0
5939,3437,1.0
5939,15415,1.0
5939,31167,1.0
5939,16093,1.0
5940,31284,1.0
5940,21442,1.0
5940,5901,1.0
5940,21133,1.0
5940,28513,1.0
5941,30903,1.0
5941,36406,1.0
5941,28796,1.0
5941,31762,1.0
5941,32321,1.0
5942,27253,1.0
5942,8056,1.0
5942,36592,1.0
5942,18381,1.0
5942,7166,1.0
5943,15821,1.0
5943,17074,1.0
5943,28071,1.0
5943,33680,1.0
5943,23182,1.0
5944,9163,1.0
5944,4117,1.0
5944,30606,1.0
5944,38331,1.0
5944,13259,1.0
5945,2731,1.0
5945,5919,1.0
5945,36112,1.0
5945,806,1.0
5945,27939,1.0
5946,11899,1.0
5946,22061,1.0
5946,16341,1.0
5946,10285,1.0
5946,33509,1.0
5947,2939,1.0
5947,32878,1.0
5947,1559,1.0
5947,30694,1.0
5947,19352,1.0
5948,11319,1.0
5948,32300,1.0
5948,27267,1.0
5948,29224,1.0
5948,24692,1.0
5949,29133,1.0
5949,3570,1.0
5949,34061,1.0
5949,4415,1.0
5949,32326,1.0
5950,23045,1.0
5950,30641,1.0
5950,4946,1.0
5950,13902,1.0
5950,33818,1.0
5951,37095,1.0
5951,1934,1.0
5951,35137,1.0
5951,5614,1.0
5951,31634,1.0
5952,2915,1.0
5952,6498,1.0
5952,4127,1.0
5952,1559,1.0
5952,34986,1.0
5953,3640,1.0
5953,24072,1.0
5953,36494,1.0
5953,36726,1.0
5953,29822,1.0
5954,7951,1.0
5954,13663,1.0
5954,677,1.0
5954,30154,1.0
5954,19612,1.0
5955,31404,1.0
5955,20644,1.0
5955,37992,1.0
5955,28234,1.0
5955,9536,1.0
5956,8968,1.0
5956,7420,1.0
5956,6602,1.0
5956,14205,1.0
5956,35964,1.0
5957,18761,1.0
5957,20606,1.0
5957,33363,1.0
5957,36132,1.0
5957,24363,1.0
5958,1540,1.0
5958,20644,1.0
5958,11438,1.0
5958,5354,1.0
5958,15585,1.0
5959,28651,1.0
5959,12598,1.0
5959,9453,1.0
5959,13441,1.0
5959,14861,1.0
5960,1498,1.0
5960,35842,1.0
5960,16452,1.0
5960,3654,1.0
5960,16706,1.0
5961,34306,1.0
5961,11453,1.0
5961,15987,1.0
5961,22343,1.0
5961,12159,1.0
5962,37967,1.0
5962,19726,1.0
5962,13401,1.0
5962,6568,1.0
5962,15829,1.0
5963,6513,1.0
5963,26012,1.0
5963,23665,1.0
5963,28483,1.0
5963,11483,1.0
5964,5494,1.0
5964,36204,1.0
5964,1655,1.0
5964,30129,1.0
5964,38691,1.0
5965,26139,1.0
5965,38811,1.0
5965,35809,1.0
5965,20603,1.0
5965,23114,1.0
5966,19815,1.0
5966,23145,1.0
5966,30131,1.0
5966,34719,1.0
5966,3320,1.0
5967,784,1.0
5967,20443,1.0
5967,33325,1.0
5967,281,1.0
5967,2704,1.0
5968,9217,1.0
5968,10364,1.0
5968,20399,1.0
5968,9095,1.0
5968,19750,1.0
5969,13556,1.0
5969,17074,1.0
5969,15821,1.0
5969,21570,1.0
5969,16759,1.0
5970,37453,1.0
5970,22145,1.0
5970,25366,1.0
5970,37156,1.0
5970,38713,1.0
5971,10090,1.0
5971,12021,1.0
5971,36084,1.0
5971,11152,1.0
5971,37615,1.0
5972,35983,1.0
5972,5723,1.0
5972,38603,1.0
5972,7973,1.0
5972,10949,1.0
5973,11107,1.0
5973,16058,1.0
5973,6362,1.0
5973,8811,1.0
5973,14292,1.0
5974,1409,1.0
5974,11441,1.0
5974,6864,1.0
5974,2672,1.0
5974,13204,1.0
5975,10174,1.0
5975,20212,1.0
5975,35647,1.0
5975,22542,1.0
5975,1679,1.0
5976,31292,1.0
5976,14943,1.0
5976,29930,1.0
5976,38140,1.0
5976,28651,1.0
5977,11853,1.0
5977,35013,1.0
5977,38014,1.0
5977,25158,1.0
5977,11471,1.0
5978,20537,1.0
5978,30689,1.0
5978,17655,1.0
5978,31617,1.0
5978,5538,1.0
5979,15068,1.0
5979,32788,1.0
5979,25354,1.0
5979,25285,1.0
5979,5748,1.0
5980,31045,1.0
5980,6871,1.0
5980,30178,1.0
5980,26610,1.0
5980,33941,1.0
5981,36659,1.0
5981,5316,1.0
5981,2898,1.0
5981,17185,1.0
5981,24385,1.0
5982,35874,1.0
5982,21184,1.0
5982,26678,1.0
5982,9849,1.0
5982,4550,1.0
5983,17173,1.0
5983,24414,1.0
5983,37364,1.0
5983,13291,1.0
5983,12711,1.0
5984,17048,1.0
5984,14949,1.0
5984,32559,1.0
5984,7485,1.0
5984,290,1.0
5985,38048,1.0
5985,20713,1.0
5985,20774,1.0
5985,18084,1.0
5985,17090,1.0
5986,7718,1.0
5986,3418,1.0
5986,8950,1.0
5986,29423,1.0
5986,6663,1.0
5987,37016,1.0
5987,31519,1.0
5987,10790,1.0
5987,35897,1.0
5987,31213,1.0
5988,8192,1.0
5988,24026,1.0
5988,18246,1.0
5988,9868,1.0
5988,18229,1.0
5989,17144,1.0
5989,6255,1.0
5989,12434,1.0
5989,26543,1.0
5989,23322,1.0
5990,19374,1.0
5990,35449,1.0
5990,17947,1.0
5990,9228,1.0
5990,617,1.0
5991,30265,1.0
5991,29841,1.0
5991,8424,1.0
5991,34552,1.0
5991,25225,1.0
5992,28405,1.0
5992,26982,1.0
5992,34103,1.0
5992,13669,1.0
5992,21309,1.0
5993,8538,1.0
5993,29197,1.0
5993,4079,1.0
5993,22064,1.0
5993,8619,1.0
5994,20130,1.0
5994,30148,1.0
5994,10882,1.0
5994,12840,1.0
5994,13228,1.0
5995,35058,1.0
5995,23131,1.0
5995,14861,1.0
5995,13722,1.0
5995,31889,1.0
5996,29110,1.0
5996,3125,1.0
5996,36884,1.0
5996,23662,1.0
5996,5160,1.0
5997,20270,1.0
5997,26128,1.0
5997,3444,1.0
5997,28345,1.0
5997,14666,1.0
5998,21376,1.0
5998,33117,1.0
5998,4569,1.0
5998,12629,1.0
5998,3346,1.0
5999,18162,1.0
5999,38671,1.0
5999,17016,1.0
5999,14222,1.0
5999,36918,1.0
6000,29940,1.0
6000,37434,1.0
6000,24904,1.0
6000,23184,1.0
6000,21991,1.0
6001,1338,1.0
6001,14871,1.0
6001,21302,1.0
6001,18408,1.0
6001,3808,1.0
6002,26703,1.0
6002,9591,1.0
6002,10132,1.0
6002,16855,1.0
6002,26758,1.0
6003,28021,1.0
6003,7099,1.0
6003,16561,1.0
6003,27736,1.0
6003,23627,1.0
6004,23228,1.0
6004,17722,1.0
6004,20449,1.0
6004,14337,1.0
6004,27915,1.0
6005,46,1.0
6005,3368,1.0
6005,34306,1.0
6005,6513,1.0
6005,3619,1.0
6006,32483,1.0
6006,24449,1.0
6006,26411,1.0
6006,13070,1.0
6006,25496,1.0
6007,25309,1.0
6007,3315,1.0
6007,24133,1.0
6007,8396,1.0
6007,1358,1.0
6008,7676,1.0
6008,24078,1.0
6008,35070,1.0
6008,39091,1.0
6008,22096,1.0
6009,25381,1.0
6009,29001,1.0
6009,32495,1.0
6009,20629,1.0
6009,38749,1.0
6010,35538,1.0
6010,28760,1.0
6010,26220,1.0
6010,21177,1.0
6010,28474,1.0
6011,15687,1.0
6011,28193,1.0
6011,22712,1.0
6011,5308,1.0
6011,10146,1.0
6012,23501,1.0
6012,15521,1.0
6012,24797,1.0
6012,15113,1.0
6012,22613,1.0
6013,31369,1.0
6013,15198,1.0
6013,24005,1.0
6013,8156,1.0
6013,37359,1.0
6014,3682,1.0
6014,2097,1.0
6014,4085,1.0
6014,12319,1.0
6014,27181,1.0
6015,28580,1.0
6015,8801,1.0
6015,12942,1.0
6015,3624,1.0
6015,14148,1.0
6016,12149,1.0
6016,31708,1.0
6016,23072,1.0
6016,17984,1.0
6016,15623,1.0
6017,18563,1.0
6017,22980,1.0
6017,33794,1.0
6017,11581,1.0
6017,34380,1.0
6018,14619,1.0
6018,4882,1.0
6018,4443,1.0
6018,6694,1.0
6018,11972,1.0
6019,5797,1.0
6019,35740,1.0
6019,1891,1.0
6019,11061,1.0
6019,35605,1.0
6020,37838,1.0
6020,1519,1.0
6020,32801,1.0
6020,33912,1.0
6020,15823,1.0
6021,17422,1.0
6021,26254,1.0
6021,3962,1.0
6021,19695,1.0
6021,33738,1.0
6022,15153,1.0
6022,3894,1.0
6022,9134,1.0
6022,2836,1.0
6022,31323,1.0
6023,28390,1.0
6023,11596,1.0
6023,11542,1.0
6023,590,1.0
6023,16540,1.0
6024,6652,1.0
6024,5622,1.0
6024,16327,1.0
6024,35805,1.0
6024,12171,1.0
6025,255,1.0
6025,31621,1.0
6025,10646,1.0
6025,10102,1.0
6025,34046,1.0
6026,8717,1.0
6026,36691,1.0
6026,33561,1.0
6026,2201,1.0
6026,3605,1.0
6027,2838,1.0
6027,25104,1.0
6027,691,1.0
6027,21185,1.0
6027,34766,1.0
6028,617,1.0
6028,21332,1.0
6028,25317,1.0
6028,26386,1.0
6028,27619,1.0
6029,4741,1.0
6029,20457,1.0
6029,33115,1.0
6029,1712,1.0
6029,5116,1.0
6030,20650,1.0
6030,7703,1.0
6030,1867,1.0
6030,10632,1.0
6030,34400,1.0
6031,24238,1.0
6031,27948,1.0
6031,1412,1.0
6031,30348,1.0
6031,1602,1.0
6032,11265,1.0
6032,10779,1.0
6032,8086,1.0
6032,34011,1.0
6032,25800,1.0
6033,4120,1.0
6033,4290,1.0
6033,39105,1.0
6033,37228,1.0
6033,36069,1.0
6034,18494,1.0
6034,30206,1.0
6034,13637,1.0
6034,13502,1.0
6034,28870,1.0
6035,24363,1.0
6035,665,1.0
6035,20606,1.0
6035,1806,1.0
6035,36146,1.0
6036,25880,1.0
6036,28182,1.0
6036,10564,1.0
6036,2440,1.0
6036,35244,1.0
6037,7811,1.0
6037,9629,1.0
6037,22887,1.0
6037,30936,1.0
6037,8061,1.0
6038,20135,1.0
6038,16404,1.0
6038,22226,1.0
6038,8818,1.0
6038,11542,1.0
6039,18797,1.0
6039,11350,1.0
6039,23148,1.0
6039,14042,1.0
6039,24111,1.0
6040,26414,1.0
6040,36398,1.0
6040,10271,1.0
6040,18499,1.0
6040,15726,1.0
6041,29896,1.0
6041,5757,1.0
6041,1239,1.0
6041,26035,1.0
6041,368,1.0
6042,3888,1.0
6042,20121,1.0
6042,12534,1.0
6042,1801,1.0
6042,4840,1.0
6043,25085,1.0
6043,23505,1.0
6043,17915,1.0
6043,18255,1.0
6043,26644,1.0
6044,24088,1.0
6044,13851,1.0
6044,26315,1.0
6044,15535,1.0
6044,25488,1.0
6045,10004,1.0
6045,8987,1.0
6045,21494,1.0
6045,34030,1.0
6045,13671,1.0
6046,13368,1.0
6046,34845,1.0
6046,16882,1.0
6046,22016,1.0
6046,10561,1.0
6047,38302,1.0
6047,12200,1.0
6047,27761,1.0
6047,9513,1.0
6047,1808,1.0
6048,14681,1.0
6048,20217,1.0
6048,10167,1.0
6048,23492,1.0
6048,7273,1.0
6049,26306,1.0
6049,37321,1.0
6049,4682,1.0
6049,20260,1.0
6049,11334,1.0
6050,24687,1.0
6050,36596,1.0
6050,8115,1.0
6050,12901,1.0
6050,24794,1.0
6051,10601,1.0
6051,32576,1.0
6051,38097,1.0
6051,34929,1.0
6051,19218,1.0
6052,22314,1.0
6052,17367,1.0
6052,11952,1.0
6052,7358,1.0
6052,22562,1.0
6053,32079,1.0
6053,32515,1.0
6053,375,1.0
6053,7171,1.0
6053,12455,1.0
6054,4322,1.0
6054,25345,1.0
6054,28736,1.0
6054,30072,1.0
6054,5374,1.0
6055,21962,1.0
6055,36614,1.0
6055,11619,1.0
6055,37301,1.0
6055,15882,1.0
6056,527,1.0
6056,13449,1.0
6056,37244,1.0
6056,26895,1.0
6056,30402,1.0
6057,37003,1.0
6057,16017,1.0
6057,26833,1.0
6057,28536,1.0
6057,25499,1.0
6058,9817,1.0
6058,29314,1.0
6058,27082,1.0
6058,7669,1.0
6058,24272,1.0
6059,20864,1.0
6059,15576,1.0
6059,6966,1.0
6059,3953,1.0
6059,32321,1.0
6060,37845,1.0
6060,46,1.0
6060,30900,1.0
6060,2785,1.0
6060,27208,1.0
6061,34531,1.0
6061,1720,1.0
6061,7528,1.0
6061,4038,1.0
6061,32177,1.0
6062,21658,1.0
6062,34987,1.0
6062,36390,1.0
6062,3963,1.0
6062,28558,1.0
6063,11923,1.0
6063,36516,1.0
6063,17400,1.0
6063,14537,1.0
6063,8070,1.0
6064,17390,1.0
6064,7605,1.0
6064,14284,1.0
6064,14382,1.0
6064,30290,1.0
6065,21176,1.0
6065,26608,1.0
6065,31771,1.0
6065,20440,1.0
6065,5716,1.0
6066,18402,1.0
6066,19719,1.0
6066,6966,1.0
6066,15088,1.0
6066,22879,1.0
6067,22644,1.0
6067,7947,1.0
6067,14861,1.0
6067,8648,1.0
6067,38410,1.0
6068,9481,1.0
6068,9111,1.0
6068,22272,1.0
6068,10848,1.0
6068,39176,1.0
6069,31123,1.0
6069,8949,1.0
6069,37847,1.0
6069,1092,1.0
6069,3470,1.0
6070,18375,1.0
6070,32813,1.0
6070,35173,1.0
6070,9653,1.0
6070,13722,1.0
6071,21202,1.0
6071,31433,1.0
6071,36,1.0
6071,28914,1.0
6071,8416,1.0
6072,32069,1.0
6072,19359,1.0
6072,16073,1.0
6072,5878,1.0
6072,2683,1.0
6073,4228,1.0
6073,29809,1.0
6073,368,1.0
6073,30634,1.0
6073,23687,1.0
6074,19930,1.0
6074,14034,1.0
6074,35108,1.0
6074,33694,1.0
6074,25887,1.0
6075,24072,1.0
6075,32459,1.0
6075,29285,1.0
6075,9153,1.0
6075,21686,1.0
6076,264,1.0
6076,37307,1.0
6076,12111,1.0
6076,24256,1.0
6076,38842,1.0
6077,35044,1.0
6077,16520,1.0
6077,16553,1.0
6077,16001,1.0
6077,5842,1.0
6078,6088,1.0
6078,3148,1.0
6078,3120,1.0
6078,34484,1.0
6078,1421,1.0
6079,19009,1.0
6079,24799,1.0
6079,29223,1.0
6079,22700,1.0
6079,24336,1.0
6080,38986,1.0
6080,590,1.0
6080,23505,1.0
6080,6043,1.0
6080,23650,1.0
6081,18102,1.0
6081,18577,1.0
6081,1074,1.0
6081,6152,1.0
6081,12167,1.0
6082,1192,1.0
6082,10845,1.0
6082,29577,1.0
6082,18680,1.0
6082,12404,1.0
6083,4973,1.0
6083,11439,1.0
6083,5206,1.0
6083,32287,1.0
6083,4473,1.0
6084,24352,1.0
6084,4977,1.0
6084,23636,1.0
6084,36806,1.0
6084,37381,1.0
6085,25618,1.0
6085,421,1.0
6085,32732,1.0
6085,30932,1.0
6085,36946,1.0
6086,34636,1.0
6086,22241,1.0
6086,4294,1.0
6086,737,1.0
6086,294,1.0
6087,322,1.0
6087,12384,1.0
6087,7000,1.0
6087,856,1.0
6087,22076,1.0
6088,6078,1.0
6088,7380,1.0
6088,2564,1.0
6088,37338,1.0
6088,12541,1.0
6089,4069,1.0
6089,12177,1.0
6089,21813,1.0
6089,408,1.0
6089,5045,1.0
6090,27789,1.0
6090,37196,1.0
6090,3502,1.0
6090,13132,1.0
6090,36727,1.0
6091,36311,1.0
6091,33882,1.0
6091,15025,1.0
6091,37399,1.0
6091,24267,1.0
6092,23518,1.0
6092,18287,1.0
6092,17808,1.0
6092,19330,1.0
6092,33688,1.0
6093,30155,1.0
6093,33394,1.0
6093,23379,1.0
6093,23332,1.0
6093,38669,1.0
6094,24245,1.0
6094,25404,1.0
6094,5685,1.0
6094,9263,1.0
6094,28729,1.0
6095,2830,1.0
6095,10989,1.0
6095,32629,1.0
6095,38789,1.0
6095,18728,1.0
6096,27264,1.0
6096,22872,1.0
6096,8868,1.0
6096,7490,1.0
6096,6219,1.0
6097,7164,1.0
6097,20068,1.0
6097,24195,1.0
6097,17421,1.0
6097,14222,1.0
6098,18963,1.0
6098,31298,1.0
6098,4042,1.0
6098,4703,1.0
6098,192,1.0
6099,11973,1.0
6099,33997,1.0
6099,26418,1.0
6099,14586,1.0
6099,37742,1.0
6100,14935,1.0
6100,37340,1.0
6100,30668,1.0
6100,7380,1.0
6100,21327,1.0
6101,11044,1.0
6101,36833,1.0
6101,13578,1.0
6101,37235,1.0
6101,24813,1.0
6102,23406,1.0
6102,31552,1.0
6102,37234,1.0
6102,30220,1.0
6102,22132,1.0
6103,12539,1.0
6103,4768,1.0
6103,37487,1.0
6103,27979,1.0
6103,27187,1.0
6104,24120,1.0
6104,10807,1.0
6104,3272,1.0
6104,28495,1.0
6104,26132,1.0
6105,20978,1.0
6105,29110,1.0
6105,25833,1.0
6105,24164,1.0
6105,11485,1.0
6106,21441,1.0
6106,28276,1.0
6106,27131,1.0
6106,28592,1.0
6106,27044,1.0
6107,8170,1.0
6107,18625,1.0
6107,19372,1.0
6107,10530,1.0
6107,33632,1.0
6108,12015,1.0
6108,35144,1.0
6108,24574,1.0
6108,37503,1.0
6108,32058,1.0
6109,37126,1.0
6109,4014,1.0
6109,32486,1.0
6109,34875,1.0
6109,38699,1.0
6110,17614,1.0
6110,5725,1.0
6110,15472,1.0
6110,32528,1.0
6110,27757,1.0
6111,23322,1.0
6111,11366,1.0
6111,19561,1.0
6111,6255,1.0
6111,10880,1.0
6112,20765,1.0
6112,37374,1.0
6112,673,1.0
6112,789,1.0
6112,32944,1.0
6113,37162,1.0
6113,18404,1.0
6113,12040,1.0
6113,24040,1.0
6113,37448,1.0
6114,19114,1.0
6114,36911,1.0
6114,1004,1.0
6114,11833,1.0
6114,29828,1.0
6115,19879,1.0
6115,34004,1.0
6115,22636,1.0
6115,25623,1.0
6115,2320,1.0
6116,8330,1.0
6116,19659,1.0
6116,20606,1.0
6116,31682,1.0
6116,19321,1.0
6117,13727,1.0
6117,30751,1.0
6117,11993,1.0
6117,32810,1.0
6117,9073,1.0
6118,14157,1.0
6118,3446,1.0
6118,6998,1.0
6118,11594,1.0
6118,19293,1.0
6119,37673,1.0
6119,22731,1.0
6119,19167,1.0
6119,11529,1.0
6119,9953,1.0
6120,36596,1.0
6120,31377,1.0
6120,30282,1.0
6120,16818,1.0
6120,37727,1.0
6121,13877,1.0
6121,26610,1.0
6121,25587,1.0
6121,4868,1.0
6121,2485,1.0
6122,19045,1.0
6122,32496,1.0
6122,2870,1.0
6122,39171,1.0
6122,24146,1.0
6123,26122,1.0
6123,6544,1.0
6123,25174,1.0
6123,37334,1.0
6123,22310,1.0
6124,26886,1.0
6124,16093,1.0
6124,4042,1.0
6124,36384,1.0
6124,36438,1.0
6125,26270,1.0
6125,31147,1.0
6125,38900,1.0
6125,12326,1.0
6125,25312,1.0
6126,11343,1.0
6126,34189,1.0
6126,21675,1.0
6126,24597,1.0
6126,27892,1.0
6127,33659,1.0
6127,35384,1.0
6127,37219,1.0
6127,32015,1.0
6127,10715,1.0
6128,9352,1.0
6128,32284,1.0
6128,37319,1.0
6128,18818,1.0
6128,23269,1.0
6129,35890,1.0
6129,18576,1.0
6129,21753,1.0
6129,1055,1.0
6129,32549,1.0
6130,11945,1.0
6130,16533,1.0
6130,34969,1.0
6130,25633,1.0
6130,17617,1.0
6131,35449,1.0
6131,39395,1.0
6131,10735,1.0
6131,26414,1.0
6131,14505,1.0
6132,8148,1.0
6132,39085,1.0
6132,13845,1.0
6132,24329,1.0
6132,21641,1.0
6133,3143,1.0
6133,7638,1.0
6133,2170,1.0
6133,18950,1.0
6133,5064,1.0
6134,37359,1.0
6134,32687,1.0
6134,24005,1.0
6134,4787,1.0
6134,20730,1.0
6135,5641,1.0
6135,19657,1.0
6135,25254,1.0
6135,27976,1.0
6135,18751,1.0
6136,15074,1.0
6136,27586,1.0
6136,16530,1.0
6136,23744,1.0
6136,38165,1.0
6137,17160,1.0
6137,34003,1.0
6137,38651,1.0
6137,5661,1.0
6137,10730,1.0
6138,27441,1.0
6138,1847,1.0
6138,10058,1.0
6138,5924,1.0
6138,23608,1.0
6139,31415,1.0
6139,36568,1.0
6139,38642,1.0
6139,13673,1.0
6139,564,1.0
6140,32465,1.0
6140,12065,1.0
6140,23083,1.0
6140,31480,1.0
6140,9855,1.0
6141,33093,1.0
6141,6350,1.0
6141,36217,1.0
6141,12257,1.0
6141,23650,1.0
6142,3206,1.0
6142,19121,1.0
6142,36120,1.0
6142,22193,1.0
6142,16004,1.0
6143,6096,1.0
6143,18731,1.0
6143,6219,1.0
6143,9342,1.0
6143,36938,1.0
6144,16576,1.0
6144,23064,1.0
6144,28558,1.0
6144,25697,1.0
6144,8898,1.0
6145,33038,1.0
6145,9312,1.0
6145,21527,1.0
6145,21206,1.0
6145,4208,1.0
6146,23336,1.0
6146,11245,1.0
6146,19279,1.0
6146,37659,1.0
6146,14101,1.0
6147,36651,1.0
6147,7416,1.0
6147,22939,1.0
6147,16042,1.0
6147,24130,1.0
6148,12805,1.0
6148,19185,1.0
6148,17752,1.0
6148,479,1.0
6148,6770,1.0
6149,9984,1.0
6149,13789,1.0
6149,32704,1.0
6149,33926,1.0
6149,10845,1.0
6150,34831,1.0
6150,11981,1.0
6150,19137,1.0
6150,16780,1.0
6150,13818,1.0
6151,34712,1.0
6151,20335,1.0
6151,38525,1.0
6151,12643,1.0
6151,2738,1.0
6152,12727,1.0
6152,36023,1.0
6152,32970,1.0
6152,161,1.0
6152,3371,1.0
6153,15378,1.0
6153,8820,1.0
6153,11137,1.0
6153,9870,1.0
6153,26456,1.0
6154,6194,1.0
6154,9103,1.0
6154,4291,1.0
6154,22485,1.0
6154,20500,1.0
6155,21206,1.0
6155,35285,1.0
6155,23065,1.0
6155,26476,1.0
6155,12689,1.0
6156,2480,1.0
6156,6173,1.0
6156,26475,1.0
6156,3576,1.0
6156,20039,1.0
6157,27858,1.0
6157,17650,1.0
6157,23410,1.0
6157,18551,1.0
6157,35197,1.0
6158,23633,1.0
6158,8857,1.0
6158,12849,1.0
6158,14095,1.0
6158,26386,1.0
6159,27600,1.0
6159,27602,1.0
6159,18417,1.0
6159,13307,1.0
6159,28309,1.0
6160,8445,1.0
6160,23242,1.0
6160,17912,1.0
6160,25081,1.0
6160,13882,1.0
6161,6636,1.0
6161,21613,1.0
6161,11172,1.0
6161,37346,1.0
6161,15940,1.0
6162,22893,1.0
6162,21642,1.0
6162,30528,1.0
6162,38055,1.0
6162,12505,1.0
6163,7806,1.0
6163,13387,1.0
6163,17317,1.0
6163,33693,1.0
6163,14326,1.0
6164,37700,1.0
6164,17375,1.0
6164,15904,1.0
6164,5487,1.0
6164,22562,1.0
6165,11981,1.0
6165,23095,1.0
6165,13818,1.0
6165,16780,1.0
6165,19137,1.0
6166,36193,1.0
6166,17510,1.0
6166,21209,1.0
6166,13783,1.0
6166,11389,1.0
6167,32459,1.0
6167,33029,1.0
6167,15972,1.0
6167,6433,1.0
6167,621,1.0
6168,1811,1.0
6168,22254,1.0
6168,26314,1.0
6168,30133,1.0
6168,35254,1.0
6169,2020,1.0
6169,30348,1.0
6169,35572,1.0
6169,24096,1.0
6169,7828,1.0
6170,14260,1.0
6170,39107,1.0
6170,9034,1.0
6170,29418,1.0
6170,31916,1.0
6171,12540,1.0
6171,38217,1.0
6171,33040,1.0
6171,35564,1.0
6171,12640,1.0
6172,33610,1.0
6172,24839,1.0
6172,36379,1.0
6172,18927,1.0
6172,724,1.0
6173,3576,1.0
6173,18223,1.0
6173,26475,1.0
6173,2480,1.0
6173,25191,1.0
6174,8341,1.0
6174,35278,1.0
6174,13381,1.0
6174,30977,1.0
6174,31124,1.0
6175,27407,1.0
6175,38129,1.0
6175,2091,1.0
6175,30553,1.0
6175,38928,1.0
6176,36028,1.0
6176,11040,1.0
6176,32222,1.0
6176,18102,1.0
6176,20384,1.0
6177,19429,1.0
6177,35075,1.0
6177,37333,1.0
6177,25312,1.0
6177,22239,1.0
6178,10286,1.0
6178,9762,1.0
6178,228,1.0
6178,22057,1.0
6178,16268,1.0
6179,14051,1.0
6179,11395,1.0
6179,32970,1.0
6179,19603,1.0
6179,18102,1.0
6180,606,1.0
6180,5879,1.0
6180,31002,1.0
6180,12735,1.0
6180,13534,1.0
6181,11245,1.0
6181,14101,1.0
6181,19279,1.0
6181,37659,1.0
6181,23336,1.0
6182,12030,1.0
6182,311,1.0
6182,20035,1.0
6182,35901,1.0
6182,29424,1.0
6183,20021,1.0
6183,1869,1.0
6183,36173,1.0
6183,8286,1.0
6183,30792,1.0
6184,26074,1.0
6184,8969,1.0
6184,8109,1.0
6184,19529,1.0
6184,19831,1.0
6185,28058,1.0
6185,8456,1.0
6185,18488,1.0
6185,13295,1.0
6185,34607,1.0
6186,36247,1.0
6186,17919,1.0
6186,958,1.0
6186,18514,1.0
6186,33475,1.0
6187,20858,1.0
6187,1451,1.0
6187,29774,1.0
6187,1791,1.0
6187,26364,1.0
6188,35955,1.0
6188,13768,1.0
6188,13106,1.0
6188,15154,1.0
6188,34739,1.0
6189,4452,1.0
6189,13591,1.0
6189,714,1.0
6189,10802,1.0
6189,31621,1.0
6190,32917,1.0
6190,38644,1.0
6190,27984,1.0
6190,19014,1.0
6190,5461,1.0
6191,26988,1.0
6191,32609,1.0
6191,9023,1.0
6191,22481,1.0
6191,29920,1.0
6192,12227,1.0
6192,32933,1.0
6192,11390,1.0
6192,8504,1.0
6192,17153,1.0
6193,11137,1.0
6193,22249,1.0
6193,24435,1.0
6193,16936,1.0
6193,25033,1.0
6194,33052,1.0
6194,4151,1.0
6194,20369,1.0
6194,37566,1.0
6194,38294,1.0
6195,26337,1.0
6195,30046,1.0
6195,22738,1.0
6195,6468,1.0
6195,5127,1.0
6196,12080,1.0
6196,15745,1.0
6196,22766,1.0
6196,4601,1.0
6196,18327,1.0
6197,24033,1.0
6197,30237,1.0
6197,25939,1.0
6197,16328,1.0
6197,10947,1.0
6198,33980,1.0
6198,29571,1.0
6198,10787,1.0
6198,7097,1.0
6198,19254,1.0
6199,37663,1.0
6199,22005,1.0
6199,11510,1.0
6199,3381,1.0
6199,22343,1.0
6200,34038,1.0
6200,2204,1.0
6200,34644,1.0
6200,9120,1.0
6200,37868,1.0
6201,10608,1.0
6201,30999,1.0
6201,29543,1.0
6201,14050,1.0
6201,16030,1.0
6202,14533,1.0
6202,18602,1.0
6202,37710,1.0
6202,38155,1.0
6202,27080,1.0
6203,3148,1.0
6203,6088,1.0
6203,37338,1.0
6203,6231,1.0
6203,30612,1.0
6204,37643,1.0
6204,19019,1.0
6204,14845,1.0
6204,29778,1.0
6204,28047,1.0
6205,18331,1.0
6205,38990,1.0
6205,21599,1.0
6205,33438,1.0
6205,5234,1.0
6206,7525,1.0
